mass JESUp JESDown

Wprime_WZ_M1000 3.670 -8.998
Wprime_WZ_M1200 0.805 -4.050
Wprime_WZ_M1400 1.235 -5.454
Wprime_WZ_M1600 4.003 -6.747
Wprime_WZ_M1800 5.977 -8.108
Wprime_WZ_M2000 7.700 -9.926
Wprime_WZ_M2500 7.174 -11.871
Wprime_WZ_M3000 5.541 -9.021
Wprime_WZ_M3500 5.863 -9.076
Wprime_WZ_M4000 6.696 -10.293
Wprime_WZ_M4500 5.075 -7.939
