mass JESUp JESDown

Wprime_WZ_M1000 27.454 -25.257
Wprime_WZ_M1200 34.423 -29.609
Wprime_WZ_M1400 38.053 -34.071
Wprime_WZ_M1600 42.675 -32.994
Wprime_WZ_M1800 47.956 -32.390
Wprime_WZ_M2000 55.142 -35.461
Wprime_WZ_M2500 43.627 -34.641
Wprime_WZ_M3000 37.372 -29.051
Wprime_WZ_M3500 39.665 -31.285
Wprime_WZ_M4000 33.738 -31.174
Wprime_WZ_M4500 35.235 -28.245
