mass JMRUp JMRDown

BulkG_ZZ_M1000 -1.078 0.885
BulkG_ZZ_M1200 -0.854 0.492
BulkG_ZZ_M1400 -0.513 0.744
BulkG_ZZ_M1600 -0.732 0.157
BulkG_ZZ_M1800 -0.738 0.158
BulkG_ZZ_M2000 -0.518 0.690
BulkG_ZZ_M2500 -1.018 0.064
BulkG_ZZ_M3000 -0.439 0.574
BulkG_ZZ_M3500 -0.466 0.323
BulkG_ZZ_M4000 -0.568 1.211
BulkG_ZZ_M4500 0.119 -0.079
