mass JMSUp JMSDown

BulkG_ZZ_M1000 -17.204 13.978
BulkG_ZZ_M1200 -9.146 18.293
BulkG_ZZ_M1400 -11.435 15.695
BulkG_ZZ_M1600 -10.331 13.840
BulkG_ZZ_M1800 -15.010 15.010
BulkG_ZZ_M2000 -11.167 11.833
BulkG_ZZ_M2500 -12.736 13.679
BulkG_ZZ_M3000 -11.599 13.636
BulkG_ZZ_M3500 -9.610 10.661
BulkG_ZZ_M4000 -9.871 12.446
BulkG_ZZ_M4500 -8.966 8.966
