mass JMRUp JMRDown

BulkG_WW_M1000 -2.595 4.691
BulkG_WW_M1200 -3.563 3.804
BulkG_WW_M1400 -1.963 6.313
BulkG_WW_M1600 -3.273 3.371
BulkG_WW_M1800 -2.708 3.488
BulkG_WW_M2000 -4.600 1.591
BulkG_WW_M2500 -3.419 1.465
BulkG_WW_M3000 -3.495 -0.437
BulkG_WW_M3500 -1.994 4.090
BulkG_WW_M4000 -0.667 1.129
BulkG_WW_M4500 -4.433 0.602
