mass JMSUp JMSDown

Wprime_WZ_M1000 9.883 -10.707
Wprime_WZ_M1200 16.440 -11.081
Wprime_WZ_M1400 15.376 -16.261
Wprime_WZ_M1600 14.777 -15.541
Wprime_WZ_M1800 19.025 -13.050
Wprime_WZ_M2000 21.631 -17.199
Wprime_WZ_M2500 15.686 -14.542
Wprime_WZ_M3000 13.285 -10.657
Wprime_WZ_M3500 13.966 -12.709
Wprime_WZ_M4000 10.526 -10.391
Wprime_WZ_M4500 9.558 -8.987
