mass JMSUp JMSDown

Wprime_WZ_M1000 -17.203 17.363
Wprime_WZ_M1200 -10.779 9.842
Wprime_WZ_M1400 -10.520 11.721
Wprime_WZ_M1600 -10.118 10.171
Wprime_WZ_M1800 -9.348 9.450
Wprime_WZ_M2000 -9.910 8.532
Wprime_WZ_M2500 -8.770 8.888
Wprime_WZ_M3000 -10.216 10.288
Wprime_WZ_M3500 -10.784 8.597
Wprime_WZ_M4000 -10.376 9.314
Wprime_WZ_M4500 -8.024 9.291
