mass JMRUp JMRDown

BulkG_WW_M1000 -0.387 0.352
BulkG_WW_M1200 0.030 0.945
BulkG_WW_M1400 -1.372 0.427
BulkG_WW_M1600 -0.875 0.518
BulkG_WW_M1800 -0.741 0.708
BulkG_WW_M2000 -0.515 0.809
BulkG_WW_M2500 -0.712 0.910
BulkG_WW_M3000 -1.095 -0.295
BulkG_WW_M3500 -1.345 0.174
BulkG_WW_M4000 0.265 1.106
BulkG_WW_M4500 -0.244 0.586
