mass JMRUp JMRDown

Wprime_WZ_M1000 -1.507 2.462
Wprime_WZ_M1200 -3.270 -0.580
Wprime_WZ_M1400 -0.991 2.251
Wprime_WZ_M1600 -1.879 1.081
Wprime_WZ_M1800 -2.710 0.130
Wprime_WZ_M2000 -1.064 0.779
Wprime_WZ_M2500 -0.811 1.151
Wprime_WZ_M3000 -2.251 -0.393
Wprime_WZ_M3500 -0.193 2.044
Wprime_WZ_M4000 -0.822 2.494
Wprime_WZ_M4500 -1.322 1.265
