mass JESUp JESDown

BulkG_ZZ_M1000 -0.265 -5.305
BulkG_ZZ_M1200 -6.423 9.485
BulkG_ZZ_M1400 -4.585 5.183
BulkG_ZZ_M1600 -3.226 3.226
BulkG_ZZ_M1800 -6.803 2.046
BulkG_ZZ_M2000 -5.710 3.492
BulkG_ZZ_M2500 -3.863 1.197
BulkG_ZZ_M3000 -5.288 1.549
BulkG_ZZ_M3500 -6.572 3.539
BulkG_ZZ_M4000 -7.087 2.362
BulkG_ZZ_M4500 -5.140 2.291
