mass JMRUp JMRDown

BulkG_WW_M1000 4.651 -2.658
BulkG_WW_M1200 7.843 -12.745
BulkG_WW_M1400 7.692 -16.568
BulkG_WW_M1600 12.281 -14.912
BulkG_WW_M1800 7.692 -5.769
BulkG_WW_M2000 22.368 0.000
BulkG_WW_M2500 12.264 -7.547
BulkG_WW_M3000 11.607 -2.679
BulkG_WW_M3500 8.824 -2.206
BulkG_WW_M4000 9.722 -4.167
BulkG_WW_M4500 -2.256 -3.008
