mass JMSUp JMSDown

BulkG_ZZ_M1000 -6.233 5.703
BulkG_ZZ_M1200 -2.465 2.987
BulkG_ZZ_M1400 -1.329 2.591
BulkG_ZZ_M1600 -1.582 0.670
BulkG_ZZ_M1800 -2.821 0.553
BulkG_ZZ_M2000 -1.940 2.328
BulkG_ZZ_M2500 -0.109 2.231
BulkG_ZZ_M3000 -1.229 1.068
BulkG_ZZ_M3500 -2.174 1.871
BulkG_ZZ_M4000 -1.680 -0.630
BulkG_ZZ_M4500 -0.894 0.168
