mass JMSUp JMSDown

Wprime_WZ_M1000 -2.646 1.059
Wprime_WZ_M1200 1.272 -2.077
Wprime_WZ_M1400 0.669 -2.290
Wprime_WZ_M1600 2.920 -2.971
Wprime_WZ_M1800 3.041 -2.755
Wprime_WZ_M2000 3.402 -4.221
Wprime_WZ_M2500 3.676 -4.263
Wprime_WZ_M3000 2.423 -3.402
Wprime_WZ_M3500 2.892 -2.892
Wprime_WZ_M4000 3.735 -3.597
Wprime_WZ_M4500 1.985 -2.098
