mass JMSUp JMSDown

BulkG_ZZ_M1000 1.844 -1.356
BulkG_ZZ_M1200 4.970 -4.771
BulkG_ZZ_M1400 5.662 -5.455
BulkG_ZZ_M1600 6.503 -6.327
BulkG_ZZ_M1800 7.499 -7.798
BulkG_ZZ_M2000 7.021 -7.717
BulkG_ZZ_M2500 8.166 -5.701
BulkG_ZZ_M3000 7.281 -7.359
BulkG_ZZ_M3500 5.619 -4.316
BulkG_ZZ_M4000 5.038 -5.295
BulkG_ZZ_M4500 4.302 -4.126
