mass JMRUp JMRDown

BulkG_ZZ_M1000 -3.351 -5.541
BulkG_ZZ_M1200 1.741 4.088
BulkG_ZZ_M1400 2.642 -0.991
BulkG_ZZ_M1600 1.042 -0.552
BulkG_ZZ_M1800 -0.445 0.556
BulkG_ZZ_M2000 -0.956 2.530
BulkG_ZZ_M2500 -1.907 -0.872
BulkG_ZZ_M3000 1.625 1.083
BulkG_ZZ_M3500 -0.359 0.359
BulkG_ZZ_M4000 -2.494 -1.299
BulkG_ZZ_M4500 -1.784 -0.334
