mass JESUp JESDown

Wprime_WZ_M1000 -8.276 4.414
Wprime_WZ_M1200 -18.926 22.527
Wprime_WZ_M1400 -16.675 19.386
Wprime_WZ_M1600 -17.063 18.455
Wprime_WZ_M1800 -16.599 15.338
Wprime_WZ_M2000 -18.562 17.141
Wprime_WZ_M2500 -17.096 18.171
Wprime_WZ_M3000 -15.952 16.859
Wprime_WZ_M3500 -17.921 17.365
Wprime_WZ_M4000 -18.764 20.574
Wprime_WZ_M4500 -17.414 18.394
