mass JMSUp JMSDown

BulkG_ZZ_M1000 2.075 -1.132
BulkG_ZZ_M1200 2.790 -6.259
BulkG_ZZ_M1400 4.922 -7.500
BulkG_ZZ_M1600 5.892 -6.639
BulkG_ZZ_M1800 9.555 -7.449
BulkG_ZZ_M2000 7.699 -9.238
BulkG_ZZ_M2500 7.172 -10.305
BulkG_ZZ_M3000 6.269 -7.972
BulkG_ZZ_M3500 7.973 -7.973
BulkG_ZZ_M4000 5.800 -5.054
BulkG_ZZ_M4500 4.565 -5.356
