mass JMRUp JMRDown

BulkG_WW_M1000 2.308 0.231
BulkG_WW_M1200 6.218 5.378
BulkG_WW_M1400 2.922 -1.553
BulkG_WW_M1600 3.001 -0.322
BulkG_WW_M1800 0.445 -6.793
BulkG_WW_M2000 2.399 -3.788
BulkG_WW_M2500 0.631 -3.026
BulkG_WW_M3000 -2.921 -4.907
BulkG_WW_M3500 -2.370 -4.402
BulkG_WW_M4000 -1.395 -1.279
BulkG_WW_M4500 6.613 2.834
