mass JESUp JESDown

BulkG_ZZ_M1000 11.132 -13.113
BulkG_ZZ_M1200 8.296 -13.952
BulkG_ZZ_M1400 10.859 -14.453
BulkG_ZZ_M1600 12.282 -16.432
BulkG_ZZ_M1800 19.676 -18.785
BulkG_ZZ_M2000 18.476 -22.366
BulkG_ZZ_M2500 18.714 -23.166
BulkG_ZZ_M3000 17.183 -19.118
BulkG_ZZ_M3500 21.346 -22.342
BulkG_ZZ_M4000 17.896 -19.635
BulkG_ZZ_M4500 15.803 -20.105
