mass JMSUp JMSDown

BulkG_WW_M1000 -8.903 8.365
BulkG_WW_M1200 -5.430 5.533
BulkG_WW_M1400 -4.920 4.077
BulkG_WW_M1600 -4.064 4.537
BulkG_WW_M1800 -4.377 5.051
BulkG_WW_M2000 -4.737 3.862
BulkG_WW_M2500 -4.245 4.776
BulkG_WW_M3000 -5.137 5.959
BulkG_WW_M3500 -4.748 5.564
BulkG_WW_M4000 -5.203 4.667
BulkG_WW_M4500 -4.908 4.243
