mass JMSUp JMSDown

BulkG_ZZ_M1000 -9.756 39.024
BulkG_ZZ_M1200 -13.333 19.048
BulkG_ZZ_M1400 -12.267 13.867
BulkG_ZZ_M1600 -13.225 13.689
BulkG_ZZ_M1800 -14.889 14.444
BulkG_ZZ_M2000 -12.289 15.663
BulkG_ZZ_M2500 -14.706 17.892
BulkG_ZZ_M3000 -12.317 13.783
BulkG_ZZ_M3500 -15.896 10.116
BulkG_ZZ_M4000 -9.394 14.545
BulkG_ZZ_M4500 -12.162 11.824
