mass JMRUp JMRDown

Wprime_WZ_M1000 -1.298 0.264
Wprime_WZ_M1200 -1.390 0.047
Wprime_WZ_M1400 -0.889 0.935
Wprime_WZ_M1600 -1.129 -0.132
Wprime_WZ_M1800 -1.262 0.279
Wprime_WZ_M2000 -0.769 0.740
Wprime_WZ_M2500 -1.002 0.601
Wprime_WZ_M3000 -0.394 0.467
Wprime_WZ_M3500 -0.571 1.083
Wprime_WZ_M4000 0.231 1.353
Wprime_WZ_M4500 0.047 1.034
