mass JMRUp JMRDown

BulkG_WW_M1000 -4.443 1.212
BulkG_WW_M1200 -4.719 -0.371
BulkG_WW_M1400 -4.464 2.927
BulkG_WW_M1600 -3.384 1.766
BulkG_WW_M1800 -1.729 4.476
BulkG_WW_M2000 -2.701 2.809
BulkG_WW_M2500 -2.211 3.378
BulkG_WW_M3000 -0.996 2.703
BulkG_WW_M3500 -1.716 3.588
BulkG_WW_M4000 0.318 3.341
BulkG_WW_M4500 -4.348 -0.426
