mass JMSUp JMSDown

Wprime_WZ_M1000 -1.092 0.884
Wprime_WZ_M1200 -0.423 0.211
Wprime_WZ_M1400 0.273 -0.178
Wprime_WZ_M1600 -0.057 -0.241
Wprime_WZ_M1800 0.133 -0.104
Wprime_WZ_M2000 0.110 -0.330
Wprime_WZ_M2500 0.239 -0.119
Wprime_WZ_M3000 -0.113 -0.019
Wprime_WZ_M3500 -0.158 0.316
Wprime_WZ_M4000 -0.165 0.185
Wprime_WZ_M4500 -0.385 0.000
