mass JMSUp JMSDown

BulkG_WW_M1000 20.982 -21.875
BulkG_WW_M1200 17.722 -19.620
BulkG_WW_M1400 23.364 -18.692
BulkG_WW_M1600 28.409 -22.727
BulkG_WW_M1800 32.000 -20.000
BulkG_WW_M2000 25.000 -17.105
BulkG_WW_M2500 17.722 -24.051
BulkG_WW_M3000 32.653 -19.388
BulkG_WW_M3500 19.868 -17.881
BulkG_WW_M4000 15.190 -12.658
BulkG_WW_M4500 13.542 -13.542
