mass JMRUp JMRDown

BulkG_ZZ_M1000 14.773 4.545
BulkG_ZZ_M1200 -2.204 -7.438
BulkG_ZZ_M1400 -3.854 -2.141
BulkG_ZZ_M1600 1.521 0.000
BulkG_ZZ_M1800 0.954 -3.053
BulkG_ZZ_M2000 -1.881 -4.859
BulkG_ZZ_M2500 0.000 -4.539
BulkG_ZZ_M3000 0.303 1.513
BulkG_ZZ_M3500 -4.552 -1.565
BulkG_ZZ_M4000 5.457 1.475
BulkG_ZZ_M4500 0.000 -2.662
