mass JMSUp JMSDown

BulkG_WW_M1000 4.484 -3.408
BulkG_WW_M1200 8.530 -5.898
BulkG_WW_M1400 10.000 -9.677
BulkG_WW_M1600 9.648 -9.762
BulkG_WW_M1800 11.479 -11.598
BulkG_WW_M2000 11.580 -10.374
BulkG_WW_M2500 11.172 -11.501
BulkG_WW_M3000 9.444 -10.703
BulkG_WW_M3500 7.700 -5.500
BulkG_WW_M4000 7.464 -7.560
BulkG_WW_M4500 6.655 -6.570
