mass JESUp JESDown

BulkG_WW_M1000 -7.675 0.307
BulkG_WW_M1200 -12.910 12.090
BulkG_WW_M1400 -13.261 9.091
BulkG_WW_M1600 -11.153 10.870
BulkG_WW_M1800 -11.640 9.909
BulkG_WW_M2000 -11.535 9.784
BulkG_WW_M2500 -11.144 10.554
BulkG_WW_M3000 -14.521 13.562
BulkG_WW_M3500 -15.727 12.092
BulkG_WW_M4000 -15.685 14.002
BulkG_WW_M4500 -14.725 11.897
