mass JESUp JESDown

BulkG_WW_M1000 43.750 -37.054
BulkG_WW_M1200 44.304 -34.810
BulkG_WW_M1400 57.944 -35.514
BulkG_WW_M1600 55.682 -34.091
BulkG_WW_M1800 97.333 -41.333
BulkG_WW_M2000 69.737 -44.737
BulkG_WW_M2500 74.684 -55.696
BulkG_WW_M3000 87.755 -40.816
BulkG_WW_M3500 55.629 -45.033
BulkG_WW_M4000 41.772 -47.468
BulkG_WW_M4500 53.646 -41.146
