mass JESUp JESDown

BulkG_ZZ_M1000 -8.602 -11.828
BulkG_ZZ_M1200 -21.341 28.963
BulkG_ZZ_M1400 -23.543 32.063
BulkG_ZZ_M1600 -23.977 30.214
BulkG_ZZ_M1800 -27.096 37.037
BulkG_ZZ_M2000 -21.333 33.000
BulkG_ZZ_M2500 -25.314 36.164
BulkG_ZZ_M3000 -23.981 33.856
BulkG_ZZ_M3500 -25.225 32.132
BulkG_ZZ_M4000 -24.893 28.755
BulkG_ZZ_M4500 -24.483 36.379
