mass JMSUp JMSDown

BulkG_WW_M1000 -8.687 6.988
BulkG_WW_M1200 -5.879 3.844
BulkG_WW_M1400 -4.634 3.886
BulkG_WW_M1600 -3.553 3.086
BulkG_WW_M1800 -3.562 3.301
BulkG_WW_M2000 -2.456 2.540
BulkG_WW_M2500 -3.033 3.899
BulkG_WW_M3000 -4.224 4.034
BulkG_WW_M3500 -3.340 1.839
BulkG_WW_M4000 -2.919 2.672
BulkG_WW_M4500 -3.631 3.310
