mass JESUp JESDown

Wprime_WZ_M1000 -12.379 1.608
Wprime_WZ_M1200 -21.324 23.784
Wprime_WZ_M1400 -21.670 26.930
Wprime_WZ_M1600 -22.645 25.535
Wprime_WZ_M1800 -20.647 24.191
Wprime_WZ_M2000 -24.960 23.052
Wprime_WZ_M2500 -22.896 26.722
Wprime_WZ_M3000 -23.957 27.986
Wprime_WZ_M3500 -24.887 27.451
Wprime_WZ_M4000 -24.673 28.840
Wprime_WZ_M4500 -22.551 29.139
