mass JESUp JESDown

BulkG_ZZ_M1000 8.568 -13.503
BulkG_ZZ_M1200 8.797 -10.586
BulkG_ZZ_M1400 10.234 -13.610
BulkG_ZZ_M1600 12.009 -15.407
BulkG_ZZ_M1800 14.757 -19.616
BulkG_ZZ_M2000 14.231 -19.545
BulkG_ZZ_M2500 19.337 -18.182
BulkG_ZZ_M3000 14.795 -18.668
BulkG_ZZ_M3500 13.111 -16.042
BulkG_ZZ_M4000 12.724 -15.713
BulkG_ZZ_M4500 9.921 -15.101
