mass JMSUp JMSDown

Wprime_WZ_M1000 -12.552 13.517
Wprime_WZ_M1200 -9.646 10.501
Wprime_WZ_M1400 -6.752 7.673
Wprime_WZ_M1600 -7.993 8.397
Wprime_WZ_M1800 -7.323 6.347
Wprime_WZ_M2000 -7.227 8.333
Wprime_WZ_M2500 -7.299 6.800
Wprime_WZ_M3000 -6.554 6.265
Wprime_WZ_M3500 -6.587 6.202
Wprime_WZ_M4000 -7.550 7.329
Wprime_WZ_M4500 -6.583 6.022
