mass JMSUp JMSDown

Wprime_WZ_M1000 -0.785 0.676
Wprime_WZ_M1200 0.157 -0.172
Wprime_WZ_M1400 0.196 -0.680
Wprime_WZ_M1600 0.555 -0.292
Wprime_WZ_M1800 0.482 -0.628
Wprime_WZ_M2000 0.789 -0.445
Wprime_WZ_M2500 0.523 -0.877
Wprime_WZ_M3000 0.419 -0.982
Wprime_WZ_M3500 0.519 -0.652
Wprime_WZ_M4000 0.622 -0.471
Wprime_WZ_M4500 0.124 -0.510
