mass JMSUp JMSDown

BulkG_ZZ_M1000 -10.923 8.322
BulkG_ZZ_M1200 -5.689 4.172
BulkG_ZZ_M1400 -5.695 4.348
BulkG_ZZ_M1600 -4.242 3.603
BulkG_ZZ_M1800 -4.118 4.588
BulkG_ZZ_M2000 -4.645 4.380
BulkG_ZZ_M2500 -3.576 0.000
BulkG_ZZ_M3000 -4.985 3.666
BulkG_ZZ_M3500 -3.426 3.752
BulkG_ZZ_M4000 -5.818 2.867
BulkG_ZZ_M4500 -3.552 4.098
