mass JESUp JESDown

BulkG_WW_M1000 -6.232 -1.039
BulkG_WW_M1200 -12.154 9.723
BulkG_WW_M1400 -9.766 8.022
BulkG_WW_M1600 -9.444 6.966
BulkG_WW_M1800 -8.688 5.604
BulkG_WW_M2000 -7.910 4.663
BulkG_WW_M2500 -7.842 7.236
BulkG_WW_M3000 -10.726 7.546
BulkG_WW_M3500 -9.971 6.534
BulkG_WW_M4000 -9.302 5.888
BulkG_WW_M4500 -11.159 7.528
