mass JESUp JESDown

Wprime_WZ_M1000 6.916 -10.782
Wprime_WZ_M1200 -1.611 -0.132
Wprime_WZ_M1400 -0.410 -0.464
Wprime_WZ_M1600 -0.340 -0.439
Wprime_WZ_M1800 0.356 -0.623
Wprime_WZ_M2000 0.283 -0.518
Wprime_WZ_M2500 0.068 -0.614
Wprime_WZ_M3000 -0.509 0.132
Wprime_WZ_M3500 -1.085 0.000
Wprime_WZ_M4000 -0.927 0.227
Wprime_WZ_M4500 -1.005 0.150
