mass JMRUp JMRDown

BulkG_WW_M1000 3.187 -9.960
BulkG_WW_M1200 15.432 -1.235
BulkG_WW_M1400 5.512 -3.150
BulkG_WW_M1600 2.857 -7.619
BulkG_WW_M1800 23.404 -5.319
BulkG_WW_M2000 23.810 -10.714
BulkG_WW_M2500 18.519 7.407
BulkG_WW_M3000 11.504 0.885
BulkG_WW_M3500 -0.649 0.649
BulkG_WW_M4000 -15.205 -9.942
BulkG_WW_M4500 17.838 9.189
