mass JMSUp JMSDown

Wprime_WZ_lvjj_M800 -16.495 20.361
Wprime_WZ_lvjj_M1000 -14.637 16.121
Wprime_WZ_lvjj_M1200 -14.955 16.543
Wprime_WZ_lvjj_M1400 -14.094 16.347
Wprime_WZ_lvjj_M1600 -13.767 17.691
Wprime_WZ_lvjj_M1800 -13.989 15.557
Wprime_WZ_lvjj_M2000 -13.913 15.497
Wprime_WZ_lvjj_M2500 -12.778 14.738
Wprime_WZ_lvjj_M3000 -12.747 14.545
Wprime_WZ_lvjj_M3500 -10.978 13.829
Wprime_WZ_lvjj_M4000 -11.920 12.254
Wprime_WZ_lvjj_M4500 -11.339 12.055
