mass JMSUp JMSDown

BulkG_WW_lvjj_M800 1.262 0.315
BulkG_WW_lvjj_M1200 0.828 -0.207
BulkG_WW_lvjj_M1400 0.849 -0.679
BulkG_WW_lvjj_M1600 1.025 -1.025
BulkG_WW_lvjj_M1800 1.125 -1.125
BulkG_WW_lvjj_M2000 1.400 -0.933
BulkG_WW_lvjj_M2500 2.008 -1.104
BulkG_WW_lvjj_M3000 1.074 -1.522
BulkG_WW_lvjj_M3500 1.637 -1.723
BulkG_WW_lvjj_M4000 2.328 -1.638
BulkG_WW_lvjj_M4500 2.338 -1.619
