mass JESUp JESDown

BulkG_WW_lvjj_M800 15.138 -15.109
BulkG_WW_lvjj_M1200 23.502 -22.312
BulkG_WW_lvjj_M1400 27.996 -22.278
BulkG_WW_lvjj_M1600 30.178 -23.613
BulkG_WW_lvjj_M1800 31.253 -25.889
BulkG_WW_lvjj_M2000 29.708 -25.729
BulkG_WW_lvjj_M2500 29.626 -25.775
BulkG_WW_lvjj_M3000 30.130 -26.799
BulkG_WW_lvjj_M3500 31.774 -23.294
BulkG_WW_lvjj_M4000 25.839 -23.247
BulkG_WW_lvjj_M4500 21.722 -20.323
