mass JMSUp JMSDown

BulkG_WW_lvjj_M800 15.279 -15.637
BulkG_WW_lvjj_M1200 23.645 -22.917
BulkG_WW_lvjj_M1400 26.977 -21.903
BulkG_WW_lvjj_M1600 29.048 -23.143
BulkG_WW_lvjj_M1800 29.752 -24.379
BulkG_WW_lvjj_M2000 27.500 -23.529
BulkG_WW_lvjj_M2500 26.093 -23.194
BulkG_WW_lvjj_M3000 24.778 -23.046
BulkG_WW_lvjj_M3500 25.390 -19.054
BulkG_WW_lvjj_M4000 20.078 -18.599
BulkG_WW_lvjj_M4500 20.472 -18.033
