mass JESUp JESDown

BulkG_WW_lvjj_M800 -5.766 4.310
BulkG_WW_lvjj_M1200 -5.701 4.702
BulkG_WW_lvjj_M1400 -5.708 3.844
BulkG_WW_lvjj_M1600 -5.236 3.370
BulkG_WW_lvjj_M1800 -4.594 3.209
BulkG_WW_lvjj_M2000 -4.665 3.017
BulkG_WW_lvjj_M2500 -5.325 3.383
BulkG_WW_lvjj_M3000 -5.884 2.974
BulkG_WW_lvjj_M3500 -6.268 4.235
BulkG_WW_lvjj_M4000 -6.341 4.503
BulkG_WW_lvjj_M4500 -7.192 4.304
