mass JMSUp JMSDown

BulkG_WW_lvjj_M800 -0.121 0.022
BulkG_WW_lvjj_M1200 0.350 -0.332
BulkG_WW_lvjj_M1400 0.322 -0.285
BulkG_WW_lvjj_M1600 0.424 -0.433
BulkG_WW_lvjj_M1800 0.479 -0.404
BulkG_WW_lvjj_M2000 0.367 -0.466
BulkG_WW_lvjj_M2500 0.455 -0.408
BulkG_WW_lvjj_M3000 0.461 -0.404
BulkG_WW_lvjj_M3500 0.565 -0.477
BulkG_WW_lvjj_M4000 0.523 -0.503
BulkG_WW_lvjj_M4500 0.285 -0.691
