mass JESUp JESDown

Wprime_WZ_lvjj_M800 -10.309 13.608
Wprime_WZ_lvjj_M1000 -12.782 13.592
Wprime_WZ_lvjj_M1200 -13.366 14.681
Wprime_WZ_lvjj_M1400 -12.967 14.933
Wprime_WZ_lvjj_M1600 -13.110 16.784
Wprime_WZ_lvjj_M1800 -13.650 15.324
Wprime_WZ_lvjj_M2000 -13.913 15.678
Wprime_WZ_lvjj_M2500 -13.626 15.944
Wprime_WZ_lvjj_M3000 -13.992 16.561
Wprime_WZ_lvjj_M3500 -12.442 16.198
Wprime_WZ_lvjj_M4000 -13.533 14.831
Wprime_WZ_lvjj_M4500 -14.648 15.228
