mass JMSUp JMSDown

Wprime_WZ_lvjj_M800 0.000 -3.620
Wprime_WZ_lvjj_M1000 1.205 -0.602
Wprime_WZ_lvjj_M1200 3.683 -2.266
Wprime_WZ_lvjj_M1400 2.299 -1.724
Wprime_WZ_lvjj_M1600 5.764 -4.511
Wprime_WZ_lvjj_M1800 2.683 -5.366
Wprime_WZ_lvjj_M2000 5.336 -4.872
Wprime_WZ_lvjj_M2500 4.000 -3.529
Wprime_WZ_lvjj_M3000 6.114 -3.493
Wprime_WZ_lvjj_M3500 3.448 -3.065
Wprime_WZ_lvjj_M4000 4.587 -5.505
Wprime_WZ_lvjj_M4500 4.908 -3.476
