mass JESUp JESDown

BulkG_WW_lvjj_M800 16.377 -14.593
BulkG_WW_lvjj_M1200 22.788 -21.298
BulkG_WW_lvjj_M1400 29.366 -23.636
BulkG_WW_lvjj_M1600 29.194 -24.132
BulkG_WW_lvjj_M1800 30.465 -26.195
BulkG_WW_lvjj_M2000 32.329 -27.289
BulkG_WW_lvjj_M2500 33.192 -26.119
BulkG_WW_lvjj_M3000 33.371 -23.989
BulkG_WW_lvjj_M3500 29.201 -25.036
BulkG_WW_lvjj_M4000 26.980 -22.367
BulkG_WW_lvjj_M4500 18.147 -19.525
