mass JMSUp JMSDown

BulkG_WW_lvjj_M800 1.304 -1.117
BulkG_WW_lvjj_M1200 0.297 -0.892
BulkG_WW_lvjj_M1400 1.157 -0.900
BulkG_WW_lvjj_M1600 0.637 -1.529
BulkG_WW_lvjj_M1800 1.053 -1.053
BulkG_WW_lvjj_M2000 0.833 -1.562
BulkG_WW_lvjj_M2500 0.883 -1.765
BulkG_WW_lvjj_M3000 1.918 -1.553
BulkG_WW_lvjj_M3500 1.188 -1.188
BulkG_WW_lvjj_M4000 2.355 -1.334
BulkG_WW_lvjj_M4500 1.051 -2.344
