mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 0.595 -2.381
Wprime_WZ_lvjj_M1000 -3.061 0.510
Wprime_WZ_lvjj_M1200 -2.703 -1.544
Wprime_WZ_lvjj_M1400 -0.709 2.128
Wprime_WZ_lvjj_M1600 -6.687 -2.128
Wprime_WZ_lvjj_M1800 -3.313 -1.807
Wprime_WZ_lvjj_M2000 -0.556 -3.611
Wprime_WZ_lvjj_M2500 -2.743 0.499
Wprime_WZ_lvjj_M3000 -0.257 2.057
Wprime_WZ_lvjj_M3500 1.379 2.529
Wprime_WZ_lvjj_M4000 0.000 -3.468
Wprime_WZ_lvjj_M4500 0.000 -0.400
