mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 0.676 -4.836
Wprime_WZ_lvjj_M1000 2.585 -1.452
Wprime_WZ_lvjj_M1200 0.929 -2.554
Wprime_WZ_lvjj_M1400 1.814 -0.622
Wprime_WZ_lvjj_M1600 0.920 -0.484
Wprime_WZ_lvjj_M1800 1.626 -0.813
Wprime_WZ_lvjj_M2000 2.511 0.200
Wprime_WZ_lvjj_M2500 2.778 0.342
Wprime_WZ_lvjj_M3000 0.248 -0.339
Wprime_WZ_lvjj_M3500 -0.111 -1.196
Wprime_WZ_lvjj_M4000 1.082 -1.013
Wprime_WZ_lvjj_M4500 0.000 -1.276
