mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 2.846 -9.363
Wprime_WZ_lvjj_M1000 5.225 -4.262
Wprime_WZ_lvjj_M1200 6.371 -1.282
Wprime_WZ_lvjj_M1400 1.995 -5.064
Wprime_WZ_lvjj_M1600 3.297 -2.289
Wprime_WZ_lvjj_M1800 0.704 -2.452
Wprime_WZ_lvjj_M2000 0.945 -1.125
Wprime_WZ_lvjj_M2500 1.148 -1.637
Wprime_WZ_lvjj_M3000 1.679 -1.343
Wprime_WZ_lvjj_M3500 0.082 -0.842
Wprime_WZ_lvjj_M4000 0.388 -1.042
Wprime_WZ_lvjj_M4500 0.000 -1.935
