mass JESUp JESDown

Wprime_WZ_lvjj_M800 -6.803 5.442
Wprime_WZ_lvjj_M1000 -5.430 1.810
Wprime_WZ_lvjj_M1200 -10.676 2.491
Wprime_WZ_lvjj_M1400 -5.801 2.762
Wprime_WZ_lvjj_M1600 -8.377 5.497
Wprime_WZ_lvjj_M1800 -7.623 7.848
Wprime_WZ_lvjj_M2000 -6.841 7.243
Wprime_WZ_lvjj_M2500 -4.785 6.931
Wprime_WZ_lvjj_M3000 -7.402 6.798
Wprime_WZ_lvjj_M3500 -6.375 6.906
Wprime_WZ_lvjj_M4000 -5.772 6.577
Wprime_WZ_lvjj_M4500 -6.927 4.156
