mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -2.151 -1.075
BulkG_WW_lvjj_M1200 -3.268 -3.268
BulkG_WW_lvjj_M1400 -2.273 -2.273
BulkG_WW_lvjj_M1600 -2.778 -4.861
BulkG_WW_lvjj_M1800 -0.676 -3.378
BulkG_WW_lvjj_M2000 0.000 -1.948
BulkG_WW_lvjj_M2500 6.707 -3.659
BulkG_WW_lvjj_M3000 4.734 3.550
BulkG_WW_lvjj_M3500 0.000 -4.103
BulkG_WW_lvjj_M4000 -3.913 -10.870
BulkG_WW_lvjj_M4500 -5.023 -2.283
