mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -0.445 0.071
BulkG_WW_lvjj_M1200 -0.516 0.307
BulkG_WW_lvjj_M1400 -0.451 0.150
BulkG_WW_lvjj_M1600 -0.531 0.011
BulkG_WW_lvjj_M1800 -0.144 0.133
BulkG_WW_lvjj_M2000 -0.138 0.561
BulkG_WW_lvjj_M2500 -0.426 0.160
BulkG_WW_lvjj_M3000 -0.168 0.052
BulkG_WW_lvjj_M3500 -0.072 0.444
BulkG_WW_lvjj_M4000 -0.070 0.441
BulkG_WW_lvjj_M4500 -0.033 0.595
