mass JMRUp JMRDown

BulkG_WW_lvjj_M800 1.460 -0.658
BulkG_WW_lvjj_M1200 4.687 -2.343
BulkG_WW_lvjj_M1400 3.615 -4.372
BulkG_WW_lvjj_M1600 3.588 -5.592
BulkG_WW_lvjj_M1800 6.667 -1.795
BulkG_WW_lvjj_M2000 6.085 -4.140
BulkG_WW_lvjj_M2500 4.084 -3.835
BulkG_WW_lvjj_M3000 3.746 -2.741
BulkG_WW_lvjj_M3500 3.264 -3.581
BulkG_WW_lvjj_M4000 4.044 -2.124
BulkG_WW_lvjj_M4500 1.994 -3.822
