mass JMRUp JMRDown

BulkG_WW_lvjj_M800 -3.201 3.201
BulkG_WW_lvjj_M1200 -3.468 3.169
BulkG_WW_lvjj_M1400 -3.860 2.945
BulkG_WW_lvjj_M1600 -3.200 3.046
BulkG_WW_lvjj_M1800 -2.778 2.931
BulkG_WW_lvjj_M2000 -3.937 3.636
BulkG_WW_lvjj_M2500 -2.839 2.613
BulkG_WW_lvjj_M3000 -2.911 2.812
BulkG_WW_lvjj_M3500 -2.297 2.908
BulkG_WW_lvjj_M4000 -2.999 2.564
BulkG_WW_lvjj_M4500 -2.452 1.902
