mass JESUp JESDown

Wprime_WZ_lvjj_M800 2.268 -3.696
Wprime_WZ_lvjj_M1000 3.065 -4.717
Wprime_WZ_lvjj_M1200 4.724 -6.710
Wprime_WZ_lvjj_M1400 6.036 -7.413
Wprime_WZ_lvjj_M1600 5.927 -9.250
Wprime_WZ_lvjj_M1800 6.934 -8.877
Wprime_WZ_lvjj_M2000 8.321 -9.981
Wprime_WZ_lvjj_M2500 8.647 -11.372
Wprime_WZ_lvjj_M3000 8.434 -10.828
Wprime_WZ_lvjj_M3500 7.489 -10.609
Wprime_WZ_lvjj_M4000 7.608 -10.183
Wprime_WZ_lvjj_M4500 5.460 -9.911
