mass JMRUp JMRDown

Wprime_WZ_lvjj_M800 -2.089 0.851
Wprime_WZ_lvjj_M1000 -2.763 1.343
Wprime_WZ_lvjj_M1200 -1.569 1.135
Wprime_WZ_lvjj_M1400 -0.937 1.381
Wprime_WZ_lvjj_M1600 -0.206 0.999
Wprime_WZ_lvjj_M1800 -1.776 0.986
Wprime_WZ_lvjj_M2000 -1.554 0.513
Wprime_WZ_lvjj_M2500 -1.155 1.080
Wprime_WZ_lvjj_M3000 0.254 2.092
Wprime_WZ_lvjj_M3500 -0.904 1.115
Wprime_WZ_lvjj_M4000 -0.525 0.614
Wprime_WZ_lvjj_M4500 -0.600 1.785
