mass JESUp JESDown

BulkG_WW_lvjj_M800 6.952 -13.369
BulkG_WW_lvjj_M1200 22.464 -18.116
BulkG_WW_lvjj_M1400 14.201 -15.976
BulkG_WW_lvjj_M1600 26.562 -26.562
BulkG_WW_lvjj_M1800 26.241 -24.113
BulkG_WW_lvjj_M2000 23.179 -24.503
BulkG_WW_lvjj_M2500 31.210 -25.478
BulkG_WW_lvjj_M3000 25.146 -25.731
BulkG_WW_lvjj_M3500 23.889 -18.889
BulkG_WW_lvjj_M4000 32.020 -17.241
BulkG_WW_lvjj_M4500 17.073 -23.902
