mass JMSUp JMSDown

BulkG_WW_lvjj_M800 5.947 -6.496
BulkG_WW_lvjj_M1200 10.096 -9.760
BulkG_WW_lvjj_M1400 12.231 -11.295
BulkG_WW_lvjj_M1600 11.713 -9.888
BulkG_WW_lvjj_M1800 11.600 -11.090
BulkG_WW_lvjj_M2000 12.108 -12.108
BulkG_WW_lvjj_M2500 12.455 -9.311
BulkG_WW_lvjj_M3000 11.629 -9.831
BulkG_WW_lvjj_M3500 9.734 -9.249
BulkG_WW_lvjj_M4000 8.877 -8.268
BulkG_WW_lvjj_M4500 7.173 -7.648
