mass JMSUp JMSDown

BulkG_WW_lvjj_M800 0.000 -4.813
BulkG_WW_lvjj_M1200 7.971 -11.594
BulkG_WW_lvjj_M1400 4.734 -7.692
BulkG_WW_lvjj_M1600 16.406 -7.812
BulkG_WW_lvjj_M1800 11.888 -9.091
BulkG_WW_lvjj_M2000 8.609 -11.258
BulkG_WW_lvjj_M2500 15.190 -13.291
BulkG_WW_lvjj_M3000 11.111 -9.942
BulkG_WW_lvjj_M3500 11.111 -6.111
BulkG_WW_lvjj_M4000 11.823 -4.926
BulkG_WW_lvjj_M4500 8.293 -11.220
