mass JESUp JESDown

Wprime_WZ_lvjj_M800 -10.612 14.542
Wprime_WZ_lvjj_M1000 -13.407 14.615
Wprime_WZ_lvjj_M1200 -13.642 15.821
Wprime_WZ_lvjj_M1400 -13.792 16.139
Wprime_WZ_lvjj_M1600 -13.603 18.005
Wprime_WZ_lvjj_M1800 -14.333 16.195
Wprime_WZ_lvjj_M2000 -14.808 16.715
Wprime_WZ_lvjj_M2500 -14.867 17.224
Wprime_WZ_lvjj_M3000 -15.133 18.123
Wprime_WZ_lvjj_M3500 -13.603 17.925
Wprime_WZ_lvjj_M4000 -15.044 16.589
Wprime_WZ_lvjj_M4500 -16.187 17.486
