mass JESUp JESDown

BulkG_WW_lvjj_M800 1.146 -1.433
BulkG_WW_lvjj_M1200 -3.940 2.627
BulkG_WW_lvjj_M1400 -0.164 -0.658
BulkG_WW_lvjj_M1600 -2.748 -0.611
BulkG_WW_lvjj_M1800 -0.563 0.141
BulkG_WW_lvjj_M2000 -0.124 -0.620
BulkG_WW_lvjj_M2500 -1.026 -1.538
BulkG_WW_lvjj_M3000 1.412 -0.869
BulkG_WW_lvjj_M3500 0.000 -1.508
BulkG_WW_lvjj_M4000 0.187 -1.966
BulkG_WW_lvjj_M4500 -2.035 -1.260
